MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
7021,Ni-hiki no Sanma,5,Comedy,Unknown,二匹のサンマ,Movie,1,1961,Unknown,Kuri Jikken Manga Kobo,Unknown,Unknown,Original,22 min.,G - All Ages,10601,11572,628,0,11,466,8,34,109,9,5,13,34,48,96,57,41,28,24
7022,G-senjou no Higeki,3.61,"Comedy, Dementia",Unknown,G線上の悲劇,Movie,1,1969,Unknown,Kuri Jikken Manga Kobo,Unknown,Unknown,Original,9 min.,PG-13 - Teens 13 or older,11015,10386,1028,1,10,807,7,44,160,12,4,10,24,38,60,73,87,111,177
7024,Heya,4.01,"Comedy, Dementia",Unknown,部屋,Movie,1,1967,Unknown,Kuri Jikken Manga Kobo,Unknown,Unknown,Original,4 min.,R+ - Mild Nudity,11007,9739,1397,1,9,1178,7,41,162,22,7,20,43,80,143,119,122,132,172
7025,Kiseichuu no Ichiya,5.11,"Dementia, Horror",Unknown,寄生虫の一夜,Movie,1,1972,Unknown,Unknown,Unknown,Unknown,Original,9 min.,R - 17+ (violence & profanity),10459,8830,1993,10,23,1503,13,47,407,42,40,86,152,171,170,94,103,86,129
7026,Mado,4.8,Comedy,Unknown,窓,Movie,1,1965,Unknown,Kuri Jikken Manga Kobo,Unknown,Unknown,Original,5 min.,G - All Ages,10769,10963,802,0,12,637,6,33,114,10,6,20,44,54,101,77,46,45,65
7027,Manga,4.67,Comedy,Unknown,漫画,Movie,1,1977,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10859,10705,897,1,17,685,7,37,151,14,7,22,54,62,110,61,62,72,62
7028,Pop,3.79,Comedy,Unknown,ポップ,Movie,1,1974,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,11021,10445,1016,1,10,839,4,40,123,13,4,12,17,41,85,103,93,96,154
7029,Tonari no Yarou,4.64,Comedy,The Man Next Door,隣の野郎,Movie,1,1965,Unknown,Kuri Jikken Manga Kobo,Unknown,Unknown,Original,9 min.,G - All Ages,10875,10819,851,0,15,609,10,38,179,9,9,16,36,54,92,80,61,60,52
7030,Kemeko no Love,4.43,Comedy,Unknown,ケメ子のLOVE,Movie,1,1968,Unknown,Unknown,Unknown,Unknown,Original,3 min.,PG - Children,10953,10053,1202,1,14,978,5,43,162,11,15,21,58,97,117,110,99,98,90
7031,Satsujinkyou Jidai,4.73,Fantasy,Au Fou!,殺人狂時代,Movie,1,1966,Unknown,Kuri Jikken Manga Kobo,Unknown,Unknown,Unknown,13 min.,PG-13 - Teens 13 or older,10819,10525,973,1,8,747,12,39,167,6,8,25,54,88,102,83,59,64,60
7032,Kitte no Gensou,5.07,Comedy,Unknown,切手の幻想,Movie,1,1961,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,10538,11151,750,0,10,589,7,35,109,8,7,17,45,68,111,64,44,32,26
7071,Shoujouji no Tanuki-bayashi,4.92,Kids,Belly Drum Dance at Shojoji Temple,證城寺の狸囃子,Movie,1,1933,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10651,11066,764,0,12,630,4,41,77,7,10,22,26,59,104,72,36,44,44
7117,Pika Don,6.29,"Drama, Historical",Unknown,ピカドン,Movie,1,1978,Unknown,Unknown,Unknown,Unknown,Unknown,9 min.,G - All Ages,6947,11085,766,0,15,485,8,36,222,17,18,37,88,115,49,16,7,6,8
7169,Ibarahime Mata wa Nemurihime,6.21,"Drama, Historical",Briar-Rose or The Sleeping Beauty,いばら姫またはねむり姫,Movie,1,1990,Unknown,Kawamoto Productions,Unknown,Unknown,Other,21 min.,PG-13 - Teens 13 or older,7300,10540,959,2,22,535,13,36,353,17,28,57,84,91,56,31,13,13,10
7170,Kataku,6.08,"Supernatural, Demons, Historical",House of Flames,火宅,Movie,1,1979,Unknown,Unknown,Unknown,Unknown,Other,19 min.,PG-13 - Teens 13 or older,7896,8900,1953,3,55,868,32,47,951,15,34,74,138,164,93,38,30,20,15
7171,Oni,6.12,"Demons, Historical, Supernatural",Unknown,鬼,Movie,1,1972,Unknown,Unknown,Unknown,Unknown,Original,7 min.,PG-13 - Teens 13 or older,7709,9454,1565,3,20,1096,11,34,404,31,35,98,191,181,131,63,23,25,19
7243,Suisei,5.11,"Comedy, Dementia",Aquatic,水棲,Movie,1,1987,Unknown,TBS,Unknown,Unknown,Unknown,5 min.,G - All Ages,10453,10170,1127,0,20,854,11,31,211,13,9,19,83,121,134,95,59,35,41
7244,Hyakka Zukan,5.42,Comedy,Japanese-English Pictionary,ひゃっかずかん,Movie,1,1989,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Unknown,12 min.,G - All Ages,9862,11270,706,0,13,493,7,27,166,6,12,16,48,69,87,44,31,18,17
7255,Hanaori,5.46,Comedy,The Breaking of Branches is Forbidden,花折り,Movie,1,1968,Unknown,Unknown,Unknown,Unknown,Original,13 min.,G - All Ages,9781,11039,776,0,14,521,9,36,196,5,10,21,51,93,74,44,30,23,14
7258,Tabi,5.41,"Fantasy, Psychological",Unknown,旅,Movie,1,1973,Unknown,Unknown,Unknown,Unknown,Original,12 min.,PG-13 - Teens 13 or older,9916,10468,1001,1,24,645,10,43,279,8,15,32,73,91,84,55,45,27,25
7259,Kenju Giga,5,"Parody, Psychological",Anthropo-Cynical Farce,犬儒戯画,Movie,1,1970,Unknown,Unknown,Unknown,Unknown,Original,8 min.,PG-13 - Teens 13 or older,10615,10726,887,0,13,653,6,39,176,8,11,19,51,81,100,55,48,43,38
7273,Nido to Mezamenu Komori Uta,5.37,"Dementia, Drama",The Death Lullaby,二度と目覚めぬ子守唄,Movie,1,1985,Unknown,Unknown,Unknown,Unknown,Original,27 min.,R+ - Mild Nudity,10007,9213,1732,8,49,923,17,42,701,29,31,60,97,113,108,70,69,51,57
7305,Detective Conan Movie 10: Promo Special,7.66,"Adventure, Police, Comedy, Mystery, Shounen",Unknown,名探偵コナン　探偵たちの鎮魂歌[レクイエム],Special,1,2006,Unknown,Unknown,Unknown,TMS Entertainment,Unknown,23 min.,PG-13 - Teens 13 or older,1122,5349,8007,7,146,6089,84,171,1517,571,449,807,841,331,151,34,19,9,29
7343,Youbi Masochist Animation,5.34,Hentai,Youbi Masochist Animation,妖美マゾアニメーション,OVA,2,1997,Unknown,Unknown,Unknown,Unknown,Unknown,35 min. per ep.,Rx - Hentai,Unknown,12140,497,3,35,197,17,83,165,5,1,2,11,6,13,12,10,19,68
7363,Hokuto no Ken: Legend of Heroes,6.06,"Action, Martial Arts",Unknown,北斗の拳 LEGEND of HEROES,Special,1,2007,Unknown,Unknown,Unknown,Toei Animation,Unknown,6 min.,PG-13 - Teens 13 or older,7991,7656,3209,4,87,1913,49,73,1087,93,53,144,229,322,232,122,72,27,31
7423,"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",5.39,Fantasy,Unknown,rien村物語 #1 「トイレにいっときやー」,ONA,1,2005,Unknown,The Village of Marchen,Unknown,Unknown,Original,3 min.,G - All Ages,9935,12254,473,0,10,312,5,22,124,7,1,16,33,53,51,36,21,12,13
7430,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,6.46,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",Unknown,金色のガッシュベル！！00F～黄金のチチをもつ男～,OVA,1,2005,Unknown,Unknown,Unknown,Toei Animation,Unknown,18 min.,PG-13 - Teens 13 or older,6120,7705,3139,0,63,1842,57,64,1113,90,70,152,300,300,180,82,23,16,12
7445,Karo to Piyobupt: Ouchi,5.13,Comedy,Karo & Piyobupt:A House,カロとピヨブプト-おうち,Movie,1,1992,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Original,4 min.,G - All Ages,10454,11707,594,1,8,465,6,26,89,9,1,12,35,66,90,40,33,23,18
7446,Karo to Piyobupt: Sandwich,5.15,Comedy,Karo & Piyobupt:The Sandwiches,カロとピヨブプト　サンドイッチ,Movie,1,1992,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Original,4 min.,G - All Ages,10403,11765,581,0,11,455,7,26,82,9,3,11,31,62,95,43,29,20,20
7449,Pacusi no Uta,5.41,Comedy,Unknown,パクシのうた,Special,1,1994,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,9918,13102,341,0,6,230,5,27,73,5,Unknown,1,15,35,44,25,11,6,17
7450,Kipling Jr.,5.48,Comedy,Unknown,キップリングJr.,Movie,1,1995,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Unknown,14 min.,G - All Ages,9744,12185,487,0,15,347,5,26,94,7,2,9,41,64,71,20,22,11,11
7451,Kid's Castle,5.35,Comedy,Kid's Castle,キッズキャッスル,Movie,1,1995,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Unknown,4 min.,G - All Ages,10060,11492,651,0,14,480,7,29,121,9,2,20,47,74,92,42,23,17,16
7471,Detective Conan Movie 09: Promo Special,7.62,"Adventure, Police, Comedy, Mystery, Shounen",Unknown,名探偵コナン 水平線上の陰謀,Special,1,2005,Unknown,Unknown,Unknown,TMS Entertainment,Unknown,23 min.,PG-13 - Teens 13 or older,1225,5387,7871,4,160,5980,83,163,1485,553,401,795,807,364,138,34,25,7,30
7477,Fusha no Sha,6.46,"Adventure, Martial Arts, Samurai, Supernatural, Historical",To Shoot Without Shooting,不射之射,Movie,1,1988,Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Other,25 min.,PG - Children,6114,10930,811,3,17,481,6,38,269,19,19,57,97,86,44,11,9,6,12
7488,Karo to Piyobupt: Ame no Hi,5.34,Fantasy,Karo & Piyobupt:Imagination,カロとピヨブプト-あめのひ,Movie,1,1992,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Original,4 min.,G - All Ages,10049,11598,618,0,9,486,7,26,90,8,10,11,33,79,85,38,32,19,21
7494,Usagi to Kame,5.36,Fantasy,Unknown,兎と亀,Movie,1,1924,Unknown,Unknown,Unknown,Unknown,Other,9 min.,G - All Ages,10019,10571,944,1,11,775,5,45,108,10,2,18,66,145,168,68,28,32,17
7496,Saiyuuki: Son Gokuu Monogatari,5.56,Adventure,Unknown,西遊記孫悟空物語,Movie,1,1926,Unknown,Unknown,Unknown,Unknown,Novel,8 min.,G - All Ages,9540,10409,1026,2,22,603,17,58,326,23,17,31,56,60,89,43,27,21,19
7504,Bollogi Iyagi,5.5,"Dementia, Drama, Romance",Bologee Story,볼로기 이야기,ONA,1,2003,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,9658,11904,543,0,9,377,3,31,123,4,4,19,49,67,68,23,20,25,15
7524,Mahou no Pen,5.59,Historical,Unknown,魔法のペン,Movie,1,1946,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,9447,13106,344,0,8,212,6,34,84,3,1,6,22,23,37,22,14,4,8
7569,Idol Ace,5.33,Comedy,Idol Ace,アイドルA,ONA,1,2005,Unknown,Unknown,Unknown,OLM,Unknown,2 min.,PG-13 - Teens 13 or older,10072,10788,858,2,21,580,10,23,224,9,1,22,49,98,131,44,32,16,16
7579,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,6.66,"Comedy, Harem, Romance",Unknown,HAPPY☆LESSON ホカホカ★カンナと二人きり,Special,1,2002,Unknown,KSS,Unknown,Unknown,Manga,25 min.,G - All Ages,5074,7623,3242,0,80,2134,52,57,919,87,76,193,401,294,148,50,25,15,7
7617,Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,4.31,"Comedy, Fantasy",Atelier Petros the Theater in the Sky:The Wash Bird of the Wash Island,atelier petros上空劇場 ～洗濯島の洗濯鳥～,ONA,1,2003,Unknown,The Village of Marchen,Unknown,Unknown,Original,3 min.,G - All Ages,10953,11834,560,0,9,444,3,32,72,3,3,1,12,21,39,49,44,63,108
7713,Nihon Mukashibanashi: Saru Kani,5.6,Fantasy,Unknown,日本むかしばなし さるかに,Movie,1,1972,Unknown,Gakken,Unknown,Unknown,Other,19 min.,G - All Ages,9437,13329,316,0,9,174,7,44,82,6,3,8,9,21,24,17,8,10,13
7728,Hellsing: Psalm of the Darkness,6.96,"Action, Supernatural, Vampire, Seinen",Unknown,Hellsing:Psalm of Darkness,Special,1,2000,Unknown,Pioneer LDC,Unknown,Gonzo,Manga,3 min.,R - 17+ (violence & profanity),3770,3235,25569,44,528,14626,320,250,9845,1108,774,1431,2441,1617,911,324,130,93,91
7752,Bao Lian Deng,6.28,"Action, Adventure, Fantasy",Lotus Lantern,宝莲灯,Movie,1,1999,Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Other,1 hr. 25 min.,G - All Ages,6987,12200,484,0,23,224,13,42,182,13,13,17,23,44,28,17,4,8,1
7810,Yami wo Mitsumeru Hane,5.09,Dementia,A Feather Stare at the Dark,闇を見つめる羽根,Movie,1,2003,Unknown,Unknown,Unknown,Unknown,Original,17 min.,R+ - Mild Nudity,10488,10414,1019,10,22,617,10,33,337,10,11,35,40,72,80,56,42,38,45
7811,Yoru no Okite,4.24,Dementia,A Rule Of Dreams,夜の掟,Movie,1,1995,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R - 17+ (violence & profanity),10955,9836,1325,0,21,955,9,36,304,11,7,18,39,77,111,127,77,98,106
7843,Kiekaketa Monogataritachi no Tame ni,5.03,Dementia,For Almost Forgotten Stories,消えかけた物語たちの為に,Movie,1,1994,Unknown,Unknown,Unknown,Unknown,Original,9 min.,R+ - Mild Nudity,10592,10853,841,3,20,487,8,31,295,8,4,14,42,60,79,51,34,29,28
8332,Kudan,6.43,Fantasy,Unknown,クダン,Movie,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,9 min.,PG - Children,6274,13555,292,0,9,178,4,24,77,6,10,24,37,34,22,4,4,1,3
8628,Chains & Rings,5.54,"Fantasy, Music",Chains & Rings,Chains & Rings,Music,1,2006,Unknown,Unknown,Unknown,Production I.G,Original,3 min.,G - All Ages,9583,10432,1017,0,16,827,4,28,142,21,8,37,77,156,133,68,45,27,17
8647,Self-Portrait,4.81,"Comedy, Demons",Animated Self Portraits A Portrait of Kawamoto,セルフポートレート,Special,1,1988,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10756,11157,742,0,14,601,4,26,97,10,2,11,44,62,113,74,44,34,44
8682,Television,5.5,Horror,Unknown,テレビ,ONA,1,2004,Unknown,Space Neko Company,Unknown,Unknown,Unknown,2 min.,PG - Children,9687,11859,553,0,8,399,4,21,121,5,4,13,52,57,73,30,17,23,13
8689,Born by Myself,3.28,"Dementia, Psychological",Unknown,BORN BY MYSELF,ONA,1,2005,Unknown,The Village of Marchen,Unknown,Unknown,Original,6 min.,PG-13 - Teens 13 or older,11053,8817,2013,1,32,1395,10,49,527,19,12,6,41,67,100,114,138,199,352
8713,Akai Ito,6.52,"Drama, Romance, Slice of Life",Unknown,赤い糸,Special,1,2009,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,5763,8535,2246,2,36,1589,10,46,565,57,103,177,291,244,168,63,35,18,12
8751,Kaijuu no Ballad,4.97,"Music, Comedy, Fantasy",Unknown,怪獣のバラード,Music,1,2001,Unknown,Unknown,Unknown,Unknown,Music,3 min.,G - All Ages,10624,12571,422,0,9,318,3,19,73,7,1,3,13,31,66,41,26,15,20
8815,Domo TV,6.29,Comedy,Unknown,どーもくん,TV,26,2008,Unknown,NHK,Unknown,dwarf,Original,2 min. per ep.,G - All Ages,6953,9916,1278,3,43,790,35,110,300,53,43,57,124,137,99,29,20,15,22
9045,Jack to Mame no Ki (OVA),5.97,"Adventure, Kids, Fantasy",Unknown,ジャックと豆の木,OVA,1,1989,Unknown,Unknown,Unknown,Studio 4°C,Unknown,13 min.,PG - Children,8324,10311,1069,0,27,685,14,39,304,6,12,40,120,140,109,37,22,8,5
9318,Samero,4.59,Dementia,Wake Up,覚めろ,Movie,1,1992,Unknown,Unknown,Unknown,Unknown,Original,3 min.,R+ - Mild Nudity,10898,11131,748,1,12,561,7,29,139,6,4,9,26,44,72,86,44,48,48
9361,Molly Star-Racer,5.66,"Mecha, Music",Unknown,MOLLY STAR-RACER,Music,1,2001,Unknown,Sav! The World Productions,Unknown,Unknown,Unknown,2 min.,G - All Ages,9266,9542,1506,3,20,1226,5,31,224,28,23,61,151,219,205,119,44,29,24
9421,SMAnime,6.47,"Action, Seinen",Unknown,スマアニメ,OVA,3,2000,Unknown,Unknown,Unknown,Unknown,Unknown,2 min. per ep.,R - 17+ (violence & profanity),6044,12324,464,0,21,233,4,22,184,8,12,21,45,38,17,7,7,1,6
9423,Koko ni Iru,5.98,Slice of Life,Unknown,ここにいる,ONA,1,2010,Unknown,Mad Box,Unknown,Unknown,Unknown,2 min.,G - All Ages,8307,11393,673,0,13,418,4,18,220,7,4,27,70,92,59,24,13,5,5
9509,Yami no Purple Eye,4.8,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo",Purple Eyes in the Dark,闇のパープル・アイ,Music,1,1987,Unknown,Youmex,Unknown,Toei Animation,Manga,31 min.,PG-13 - Teens 13 or older,10772,9773,1379,1,45,705,17,47,565,11,5,12,52,75,131,87,70,58,32
9732,Full Moon Party,5.79,Music,Unknown,FULL MOON PARTY,Music,1,2006,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,8893,9606,1481,1,19,1263,3,27,169,18,22,64,195,239,178,96,42,24,22
9733,The TV Show,6.96,Music,Unknown,the TV show,Music,1,2009,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,3791,7569,3318,3,31,2886,8,25,368,113,246,480,579,387,208,63,31,19,19
9770,Hello Kitty no Stump Village,5.93,"Fantasy, Kids",Hello Kitty:Stump Village,ハローキティのスタンプヴィレッジ,TV,26,2005,Unknown,Sanrio,Unknown,Unknown,Unknown,9 min. per ep.,G - All Ages,8449,11772,584,0,25,302,10,70,177,30,7,20,37,38,25,13,12,11,11
9801,Hustle!! Tokitama-kun,4.38,Dementia,Tokitama Hustle,ハッスル!! とき玉くん,Special,1,1998,Unknown,Unknown,Unknown,Unknown,Original,4 min.,PG-13 - Teens 13 or older,10959,11578,626,0,11,435,6,23,151,6,1,7,14,21,57,61,48,44,39
9829,Yonimo Osoroshii Nihon Mukashibanashi,5.87,"Dementia, Horror, Psychological",The Truth of Japanese Fairy Tales,世にも恐ろしい日本昔話,OVA,3,2000,Unknown,"Group TAC, Toei Video",Unknown,Unknown,Unknown,18 min. per ep.,R+ - Mild Nudity,8617,10255,1092,2,32,183,27,59,791,9,3,9,17,18,24,22,5,2,7
9851,O-parts: Oman,5,"Action, Mecha, Comedy, Hentai",Unknown,オーパーツ　オーマン,Special,1,1987,Unknown,Studio AWAKE,Unknown,Unknown,Unknown,6 min.,Rx - Hentai,Unknown,10255,1088,7,66,644,27,73,278,21,4,25,47,64,95,61,41,33,59
9895,The Bathroom,4.24,"Comedy, Dementia",Unknown,ザ・バスルーム,Movie,1,1970,Unknown,Unknown,Unknown,Unknown,Original,9 min.,R - 17+ (violence & profanity),10959,9936,1257,0,15,960,10,45,227,21,9,25,58,75,93,87,87,107,139
9951,Jiu Se Lu,6.07,Supernatural,Unknown,九色鹿,Movie,1,1981,Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Unknown,24 min.,G - All Ages,7951,10077,1183,2,33,626,12,50,462,15,20,51,112,108,89,34,22,13,6
9957,Hoshizora no Violin,6.55,"Historical, Slice of Life",Unknown,星空のバイオリン,Movie,1,1994,Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 27 min.,G - All Ages,5644,11168,741,2,18,190,16,35,482,7,11,15,49,23,11,3,4,1,1
9976,Wakaranai Buta,4.87,"Dementia, Drama",In a Pig's Eye,わからないブタ,Movie,1,2010,Unknown,"Calf Studio, Geidai Animation",Unknown,Unknown,Original,10 min.,PG-13 - Teens 13 or older,10703,11290,704,1,16,502,8,29,149,9,7,12,33,48,64,53,51,31,38
10003,Kago Shintarou Anime Sakuhin Shuu,5.01,"Comedy, Dementia, Horror, Seinen",Unknown,駕籠真太郎アニメ作品集,OVA,15,2008,Unknown,Unknown,Unknown,Unknown,Original,2 min. per ep.,R+ - Mild Nudity,10606,6961,4180,8,129,1682,76,69,2224,49,30,89,177,224,180,135,106,115,155
10055,Black Jack: Heian Sento,6.51,Shounen,Black Jack:Capital Transfer To Heian,ブラック・ジャック/平安遷都,Movie,1,1996,Unknown,Beijing Sharaku Art,Unknown,Unknown,Manga,10 min.,PG-13 - Teens 13 or older,5851,8859,1983,0,49,996,39,62,837,44,36,78,176,170,81,31,10,4,8
10189,Hunter x Hunter Pilot,7.2,"Action, Adventure, Shounen, Super Power",Unknown,ハンターxハンター,OVA,1,1998,Unknown,Unknown,Unknown,Studio Pierrot,Manga,25 min.,PG-13 - Teens 13 or older,2773,3578,20953,60,343,14367,254,228,5761,1104,884,1747,2846,1505,739,211,79,46,48
10194,Bada-ui Jeonseol Jangbogo,6.08,"Action, Adventure, Mystery, Comedy",The Legend of Blue,바다의 전설 장보고,TV,26,2002,Unknown,Unknown,Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,7865,11247,713,6,43,226,19,64,361,16,8,13,25,35,30,14,7,4,5
10262,Gag Manga Biyori: Jump Festa 2002 Special,6.28,Comedy,Unknown,ギャグマンガ日和:ジャンプフェスタ2002版,Special,1,2002,Unknown,DAX Production,Unknown,Unknown,Unknown,12 min.,PG-13 - Teens 13 or older,6971,10852,836,0,20,540,12,27,237,22,19,44,95,88,59,27,7,13,5
10354,Kakomareta Sekai,5.73,Drama,Unknown,囲まれた世界,ONA,1,1998,Unknown,Unknown,Unknown,Unknown,Unknown,30 sec.,G - All Ages,9068,9643,1455,0,51,565,37,47,755,16,13,33,54,82,89,44,18,13,19
10375,Denshinbashira no Okaasan,5.76,Drama,Unknown,電信柱のお母さん,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Unknown,10 min.,G - All Ages,8966,12609,412,0,6,257,5,27,117,8,7,8,33,47,31,19,12,9,12
10581,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,6.01,"Action, Military, Sci-Fi, Space, Drama, Mecha",Unknown,機動戦士ガンダム 0083 スターダストメモリー 宇宙の蜉蝣,Special,1,1992,Unknown,Unknown,Unknown,Sunrise,Radio,4 min.,PG-13 - Teens 13 or older,8207,6226,5536,3,80,3822,66,75,1493,87,112,210,489,622,496,222,67,36,29
10585,Chuunen Punk,4.67,Music,Unknown,電気グルーヴ 中年パンク,Music,1,2004,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,PG-13 - Teens 13 or older,10861,12038,521,0,7,421,2,30,61,6,3,6,23,34,73,59,50,33,33
10594,Tokimeki Tonight Recaps,6.23,"Comedy, Fantasy, Romance, Shoujo, Vampire",Unknown,ときめきトゥナイト・スペシャル,Special,2,1988,Unknown,"Group TAC, Toho",Unknown,Unknown,Unknown,49 min. per ep.,PG-13 - Teens 13 or older,7204,12008,527,1,21,221,11,58,216,13,3,9,23,33,24,6,1,7,5
10674,Omake,5.27,Comedy,Pieces,おまけ,Movie,1,2003,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Original,2 min.,G - All Ages,10166,11762,577,0,10,430,4,24,109,11,6,7,29,71,73,38,31,16,19
10701,Ulysses 31 Pilot,5.82,"Action, Adventure, Sci-Fi, Space",Unknown,ULYSSES 31,Special,1,1980,Unknown,Unknown,Unknown,TMS Entertainment,Unknown,24 min.,G - All Ages,8790,11979,533,0,25,278,14,50,166,11,4,8,39,49,44,16,5,8,6
10718,Soliton no Akuma,5.98,"Military, Drama, Sci-Fi",Unknown,ソリトンの悪魔,Movie,1,1997,Unknown,Triangle Staff,Unknown,Unknown,Novel,1 hr. 30 min.,R - 17+ (violence & profanity),8305,11029,779,0,30,339,19,30,361,5,3,31,53,95,52,18,14,4,3
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,6.59,"Adventure, Comedy, Magic, Shounen, Supernatural",Unknown,金色のガッシュベル！！走れガッシュ！！奪われたウマゴン,OVA,1,2006,Unknown,Unknown,Unknown,Toei Animation,Unknown,21 min.,PG-13 - Teens 13 or older,5453,8036,2741,2,61,1542,55,53,1030,74,72,136,246,262,128,46,14,10,6
10743,Tora-chan no Kankan Mushi,5.28,Drama,Unknown,トラちゃんのカンカン虫,Movie,1,1950,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,10187,11412,671,0,13,514,7,41,96,9,3,17,42,68,104,57,18,24,23
10765,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,7.41,"Game, Comedy, Supernatural, Shounen",Unknown,ヒカルの碁 特別編 - 裁きの一局! いにしえの華よ咲け!!,OVA,1,2002,Unknown,Unknown,Unknown,Studio Pierrot,Manga,28 min.,G - All Ages,1867,6005,6025,3,110,4363,74,62,1416,292,364,620,851,353,153,40,8,5,10
10812,Toumei Shounen Tantei Akira,5.25,"Action, Shounen",Unknown,透明少年探偵アキラ,Special,1,1970,Unknown,Unknown,Unknown,Unknown,Unknown,13 min.,PG-13 - Teens 13 or older,10231,13170,333,0,9,152,6,46,120,11,Unknown,3,18,6,21,12,17,14,16
10813,Alps no Shoujo Heidi Pilot,5.35,"Comedy, Drama, Slice of Life",Unknown,アルプスの少女ハイジ パイロット版,Special,1,1967,Unknown,TCJ,Unknown,Unknown,Unknown,5 min.,G - All Ages,10039,10646,916,1,16,573,18,67,242,16,8,23,54,57,95,38,26,25,17
10823,Ranma ½: 1994 Music Calendar,6.64,"Slice of Life, Martial Arts, Comedy",Unknown,らんま1/2 1994年ミュージックカレンダー,OVA,1,1993,Unknown,Unknown,Unknown,Unknown,Unknown,20 min.,PG-13 - Teens 13 or older,5171,7932,2869,3,77,1554,65,81,1092,102,73,119,213,189,130,37,22,12,10
10979,48x61,5.3,"Sports, Comedy",Unknown,48x61 四拾八x六拾壱,ONA,1,2002,Unknown,Unknown,Unknown,Madhouse,Unknown,6 min.,PG-13 - Teens 13 or older,10111,9318,1649,0,19,1210,13,67,340,11,12,46,117,229,232,120,70,49,30
11561,Sougen no Ko Tenguri,6.09,"Adventure, Historical, Kids, Drama",Unknown,草原の子テングリ,Movie,1,1977,Unknown,Unknown,Unknown,Shin-Ei Animation,Original,21 min.,G - All Ages,7862,10711,896,1,21,536,10,37,292,13,9,33,92,140,71,29,16,3,9
11579,Jubilee,5.18,"Dementia, Music",Unknown,ジュビリー,Music,1,1999,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Unknown,5 min.,G - All Ages,10363,10929,814,2,15,641,6,24,128,11,6,19,45,100,118,81,33,24,27
11685,Takarajima Memorial: Yuunagi to Yobareta Otoko,6.55,"Adventure, Drama, Historical, Mystery, Supernatural",Unknown,宝島メモリアル「夕凪と呼ばれた男」,OVA,1,1992,Unknown,Unknown,Unknown,Madhouse,Novel,7 min.,G - All Ages,5614,10137,1154,1,40,778,20,32,284,37,34,61,142,119,77,25,9,3,6
11691,Bloody Date,4.19,Horror,Unknown,血みどろデート,ONA,1,2006,Unknown,Unknown,Unknown,Unknown,Original,5 min.,R - 17+ (violence & profanity),10966,7509,3387,0,20,2941,8,53,365,43,36,88,229,276,309,253,246,311,415
11717,Hoshi no Kirby: Pilot,5.69,"Adventure, Comedy, Parody, Fantasy",Unknown,星のカービィ パイロット版,Special,1,2000,Unknown,CBC,Unknown,Unknown,Game,4 min.,G - All Ages,9178,9247,1703,5,23,1272,16,34,358,38,27,42,146,183,198,85,60,31,16
