MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
30045,Shin Saru Kani Gassen,5.32,Drama,Unknown,新猿蟹合戦,Movie,1,1939,Unknown,The National Film Center Japan,Unknown,Unknown,Other,11 min.,G - All Ages,10102,12374,454,0,14,304,7,50,79,6,1,5,24,39,58,25,17,15,11
30046,Hadashi Neko,5.68,"Adventure, Comedy",Unknown,はだしねこ,Special,1,2011,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,9209,14070,256,0,4,180,3,24,45,4,2,3,23,27,20,15,8,6,10
30053,Bab Mook Ja,5.72,Slice of Life,Unknown,밥묵자,Movie,1,2007,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,9095,11453,662,0,12,447,5,38,160,9,7,21,65,83,78,35,16,10,10
30065,Osamishi Tani no Wakare Uta,5.36,"Music, Historical",Unknown,お淋し谷の別れ唄,Movie,1,1971,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10019,14346,234,0,6,150,3,27,48,8,Unknown,8,5,13,18,21,13,8,9
30078,Beautiful Name,5.08,Kids,Unknown,ビューティフル・ネーム,Movie,1,1979,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,10492,13388,308,0,5,214,4,34,51,7,2,4,12,12,34,21,17,19,15
30157,Joki Joki Tailor,5.31,"Music, Kids",Unknown,ジョキジョキ・テーラー,Music,1,1981,Unknown,Fuji TV,Unknown,Unknown,Unknown,3 min.,G - All Ages,10116,14722,212,0,5,147,0,28,32,7,1,4,5,14,29,11,11,16,10
30162,Hone Hone Rock,5.25,"Music, Kids",Unknown,ホネホネロック,Music,1,1976,Unknown,Fuji TV,Unknown,Unknown,Music,1 min.,G - All Ages,10226,14127,251,0,6,187,1,26,31,9,Unknown,2,9,16,32,23,12,23,10
30166,Wangpai Yushi Di 0 Ji,6.03,"Comedy, Fantasy, School, Shounen, Supernatural",Unknown,王牌御史0,ONA,1,2014,Unknown,Tencent Animation & Comics,Haoliners Animation League,Haoliners Animation League,Unknown,12 min.,PG - Children,8085,10386,1026,1,51,477,25,42,431,30,4,30,76,96,55,19,8,9,4
30173,Fruity Samurai,5.83,"Action, Comedy, Samurai, Historical",Unknown,フルーティー侍,TV,13,2013,Unknown,Kids Station,Unknown,Unknown,Unknown,3 min. per ep.,PG - Children,8737,12224,480,3,27,152,19,49,233,7,1,9,20,24,24,8,5,6,9
30177,Ninja Hattori-kun (2012) Special,6.26,"Kids, Comedy",Unknown,忍者ハットリくん (2012),Special,1,2012,Unknown,Unknown,Unknown,Shin-Ei Animation,Unknown,24 min.,G - All Ages,7048,13107,345,0,10,196,5,53,81,15,6,13,21,33,25,3,6,1,5
30210,Souiu Megane,5.44,Dementia,"Well, That's Glasses",そういう眼鏡,Movie,1,2007,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,9851,14118,253,0,8,157,2,29,57,8,Unknown,5,5,8,19,18,6,21,15
30211,Zenchuu Maite,4.91,Dementia,Dancer of Vermicular,蠕虫舞手,Movie,1,2004,Unknown,Unknown,Unknown,Unknown,Other,6 min.,G - All Ages,10688,13615,290,0,7,179,4,31,69,8,Unknown,3,4,13,22,19,18,22,14
30212,Kono Mayonnaise wa Yuru Sugiru,4.53,Dementia,This Mayonnaise is too Liquid.,このマヨネーズはゆるすぎる,Movie,1,2002,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,10889,12426,442,1,8,317,5,28,84,29,2,2,2,14,16,29,31,27,82
30214,A Smart Experiment,4.5,Dementia,Unknown,A smart experiment,Special,1,2006,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10926,11954,540,2,9,353,7,46,125,11,2,1,10,16,34,43,31,38,53
30241,Umo,5.22,Music,Unknown,ウモ,Music,1,2007,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,PG - Children,10297,14503,225,0,6,172,1,17,29,6,1,Unknown,9,17,26,27,10,11,16
30326,Ushi Atama,4.82,Dementia,Oxed-Man,牛頭,Movie,1,1968,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10745,13160,333,0,8,229,6,42,48,5,1,4,10,15,22,30,26,30,14
30327,New York Trip,5.01,Dementia,Unknown,ニューヨーク・トリップ,Movie,1,1970,Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,R+ - Mild Nudity,10584,13126,336,0,8,234,2,33,59,10,Unknown,7,6,24,38,24,21,25,10
30328,Head Spoon,4.82,Dementia,Unknown,ヘッド・スプーン,Movie,1,1972,Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,R+ - Mild Nudity,10732,12948,359,0,5,263,4,34,53,8,1,5,7,12,34,22,29,25,43
30329,Nice to See You,4.75,Dementia,Unknown,ナイス･トゥー･シー･ユー,Movie,1,1975,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10774,12959,356,0,5,271,3,32,45,8,1,Unknown,8,4,19,21,24,38,70
30330,Utsukushii Hoshi,5.17,Dementia,Beautiful Planet,美しい星,Movie,1,1974,Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,G - All Ages,10379,13348,314,2,7,207,3,41,56,6,1,2,15,25,32,19,20,17,9
30331,Motion Lumine,4.8,Dementia,Unknown,モーション・ルミネ,Movie,1,1978,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10747,13256,324,0,7,233,5,31,48,9,Unknown,4,4,12,24,23,20,37,29
30332,Comics,4.51,Dementia,Unknown,コミックス,Movie,1,1979,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10901,11943,539,0,5,416,4,33,81,7,1,7,13,30,52,48,47,35,51
30334,Sleepy,5.19,Dementia,Unknown,スリーピー,Movie,1,1980,Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,G - All Ages,10350,13401,310,0,7,209,4,35,55,6,2,1,15,22,33,26,14,12,13
30335,Portrait,4.93,Dementia,Unknown,ポートレート,Movie,1,1983,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,10665,13653,288,0,8,202,3,25,50,4,Unknown,2,5,15,31,21,27,23,12
30336,Tori,5.28,Dementia,The Bird,鳥,Movie,1,1985,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10188,13412,309,0,8,219,4,31,47,9,2,6,14,23,36,20,16,13,12
30337,Mac the Movie,4.7,Dementia,Unknown,マック･ザ･ムービー,Movie,1,1985,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10842,13330,319,0,6,236,5,26,46,9,1,5,4,15,19,27,25,25,33
30339,Play Jazz,4.68,Dementia,Unknown,プレイ･ジャズ,Movie,1,1987,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,10844,13484,302,0,8,222,4,24,44,8,1,2,7,12,24,30,27,29,19
30340,Direct Animation,4.77,Dementia,Unknown,ダイレクト・アニメーション,Movie,1,1987,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10785,12959,361,0,5,277,2,24,53,9,Unknown,5,6,20,31,22,30,25,43
30341,Tarzan,5.34,Dementia,Unknown,ターザン,Movie,1,1990,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,10061,13382,311,0,6,207,6,29,63,10,1,5,13,19,36,20,20,7,17
30392,Joukyou Monogatari,5.73,Slice of Life,Tyo Story,上京物語,Movie,1,1999,Unknown,Unknown,Unknown,Unknown,Unknown,13 min.,G - All Ages,9071,13860,269,0,5,172,4,24,64,7,2,9,17,21,30,12,10,5,5
30393,Hana no Hanashi,5.07,Slice of Life,Nose Tale,はなのはなし,Movie,1,2010,Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,G - All Ages,10509,13996,258,0,8,177,2,20,51,7,2,1,6,7,31,28,19,12,12
30394,Teddy,5.51,Slice of Life,Unknown,テディ,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,9636,13919,264,0,8,180,2,28,46,6,1,3,21,24,30,16,10,7,12
30395,Kuripuri*Kuripura,5.27,Comedy,Unknown,クリプリ＊クリプラ,Movie,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,G - All Ages,10194,14394,231,0,5,155,2,20,49,8,Unknown,1,8,8,20,15,9,16,21
30396,Akai Kutsu! Onnanoko!,4.46,Dementia,Red Shoes,赤い靴！女の子！,Movie,1,2009,Unknown,Unknown,Unknown,Unknown,Unknown,16 sec.,G - All Ages,10944,12237,483,1,4,374,2,36,67,10,3,Unknown,6,18,39,46,34,47,58
30397,Mori no Kuma-san (2009),5.04,"Music, Kids",The Bear,森のクマさん,Music,1,2009,Unknown,NHK,Unknown,Unknown,Music,2 min.,G - All Ages,10554,13735,281,0,7,195,1,26,52,9,Unknown,2,10,13,38,23,15,17,13
30398,Nani ga Dekiru ka na,5.01,Comedy,"What Can I Do, Now?",なにができるかな,Movie,1,2009,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,10602,14205,244,0,6,163,2,25,48,8,Unknown,2,3,10,25,16,15,18,13
30399,Arigatou Gomennasai,4.8,Unknown,Thank You and Sorry,ありがとうごめんなさい,Movie,1,2009,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,10743,13319,315,0,5,217,1,36,56,8,Unknown,1,6,15,35,29,22,18,19
30400,Yakusoku,4.79,Dementia,Promise,やくそく,Movie,1,2009,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,10773,13402,312,0,8,197,3,38,66,9,Unknown,1,2,11,27,25,22,17,18
30401,Rule,4.97,Dementia,Unknown,ルール,Movie,1,2009,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,10622,13977,262,0,7,186,4,26,39,8,1,2,6,8,29,25,15,16,20
30403,Paper Film,5.1,Comedy,Unknown,ペーパーフィルム,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Unknown,6 min.,R+ - Mild Nudity,10479,14222,242,0,8,166,2,20,46,4,3,3,9,8,19,16,17,20,17
30404,Taku Boda,5.07,Dementia,Unknown,タクボーダ,Movie,1,2009,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10514,13363,311,0,7,221,4,31,48,4,3,2,11,15,34,29,21,14,21
30418,Petit Manga,4.89,Dementia,Unknown,プチ漫画,Movie,1,2009,Unknown,Unknown,Unknown,Unknown,Unknown,6 min.,G - All Ages,10699,13902,267,0,9,189,3,24,42,7,Unknown,1,7,7,22,19,16,31,26
30420,Dr. Slump: Arale-chan no Koutsuu Anzen,5.82,"Sci-Fi, Comedy, Shounen",Unknown,Dr.スランプアラレちゃんの交通安全,Special,1,1983,Unknown,Unknown,Unknown,Toei Animation,Manga,13 min.,G - All Ages,8773,11838,566,4,18,265,19,42,222,6,2,7,24,42,38,15,4,7,8
30429,Utsukushii,4.87,Music,Unknown,美しい,Music,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,6 min.,PG-13 - Teens 13 or older,10691,14090,255,0,6,176,1,27,45,8,Unknown,Unknown,3,9,13,33,14,21,28
30446,Akazukin to Kenkou,5.44,Comedy,Little Red Riding Hood and Health,赤ずきんと健康,OVA,1,2007,Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,PG-13 - Teens 13 or older,9834,13015,353,1,9,220,4,35,85,11,2,5,9,34,28,19,9,25,15
30480,Bara Bara Film,4.52,Dementia,Unknown,バラバラフィルム,Movie,1,2011,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10923,13063,348,0,7,255,2,27,57,8,1,2,5,15,24,39,32,27,35
30559,Why,4.9,Dementia,Unknown,Unknown,Movie,1,1975,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,10667,12974,355,1,6,244,4,38,63,6,Unknown,2,4,9,18,16,24,36,58
30659,Nouryou Anime: Denkyuu Ika Matsuri,4.59,"Psychological, Dementia, Horror",Squid Festival,納涼アニメ 電球烏賊祭,Movie,1,1993,Unknown,Unknown,Unknown,Unknown,Original,5 min.,PG-13 - Teens 13 or older,10905,11726,595,0,14,427,8,29,117,11,2,5,15,32,67,65,42,32,32
30663,Docchi mo Maid,4.24,"Action, Comedy, Magic, Ecchi, Shoujo Ai",Unknown,どっちもメイド,ONA,1,2004,Unknown,Unknown,Unknown,Ishikawa Pro,Original,13 min.,PG-13 - Teens 13 or older,10953,9907,1277,4,45,784,15,52,381,48,7,14,29,47,54,78,103,133,98
30664,Jinkou no Rakuen,4.97,Dementia,Artificial Paradise,人工の楽園,Movie,1,1975,Unknown,Unknown,Unknown,Unknown,Original,14 min.,R+ - Mild Nudity,10622,13268,322,0,5,220,6,31,60,4,1,3,5,5,25,22,16,27,50
30665,4.Eyes,4.29,Dementia,Unknown,4・Eyes,Movie,1,1975,Unknown,Unknown,Unknown,Unknown,Original,9 min.,R+ - Mild Nudity,10972,11071,770,0,13,541,6,64,146,13,Unknown,4,6,27,40,42,59,75,121
30666,Memories: Younenki no Joukei,4.67,Dementia,Scenes of My Childhood,メモリーズ 幼年期の情景,Movie,1,2002,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10840,13353,312,0,7,210,5,27,63,8,Unknown,Unknown,6,8,27,23,22,28,32
30667,Youshi Kei: Mou Hitotsu no Nijiiro Toshi,4.94,Dementia,Youshi Kei:Another Rainbow City,幼視景（もう一つの虹色都市）,Movie,1,1979,Unknown,Unknown,Unknown,Unknown,Original,17 min.,R+ - Mild Nudity,10653,13502,299,0,10,179,5,35,70,6,1,1,3,3,18,15,15,28,37
30668,Walking Man,4.17,Dementia,Unknown,Unknown,Movie,1,2002,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,10968,11495,645,0,6,477,6,31,125,7,2,3,10,18,40,52,52,73,106
30669,Why Re-Mix 2002,4.92,Dementia,Unknown,Unknown,Movie,1,2002,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10686,13455,303,0,6,207,5,31,54,7,Unknown,1,5,8,12,18,15,32,57
30673,Made in Japan,5.68,Comedy,Made in Japan,MADE IN JAPAN,Movie,1,1972,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,9211,13387,311,1,11,161,1,35,103,5,1,9,15,23,21,17,6,5,10
30814,Landscape,4.76,Dementia,Unknown,LANDSCAPE,Movie,1,2004,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10790,13232,326,0,7,224,6,29,60,4,Unknown,6,4,9,16,20,23,22,59
30859,Memory of Red,4.56,Dementia,Unknown,Unknown,Movie,1,2004,Unknown,Imagica West,Unknown,Unknown,Original,3 min.,G - All Ages,10911,11231,723,0,8,587,4,27,97,12,2,12,23,31,54,51,43,77,104
30862,Yubi wo Nusunda Onna,5.81,Unknown,Woman Who Stole Fingers,指を盗んだ女,Movie,1,2010,Unknown,Geidai Animation,Unknown,Unknown,Original,4 min.,G - All Ages,8794,9722,1400,0,35,860,9,29,467,15,16,47,131,172,103,58,31,16,21
30863,Usalullaby,4.83,Dementia,Unknown,USALULLABY,Movie,1,2013,Unknown,Geidai Animation,Unknown,Unknown,Original,5 min.,G - All Ages,10729,12444,441,0,9,336,3,35,58,6,2,8,11,23,47,45,30,21,27
30865,Umi ni Ochita Tsuki no Hanashi,6.21,Kids,The Moon That Fell into the Sea,海に落ちた月の話,Movie,1,2013,Unknown,Unknown,Unknown,Unknown,Unknown,18 min.,G - All Ages,7296,11572,629,0,16,439,8,35,131,14,15,32,72,85,56,23,11,4,8
30886,Mu Di,5.87,Music,Unknown,牧笛,Movie,1,1963,Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Unknown,20 min.,G - All Ages,8634,11852,557,1,12,357,8,33,147,11,5,19,52,60,47,26,12,7,10
30916,The Five Killers,6.03,Action,Unknown,THE FIVE KILLERS,ONA,1,2007,Unknown,Unknown,Unknown,Gonzo,Original,1 min.,PG-13 - Teens 13 or older,8079,11080,764,3,33,409,6,24,292,18,10,26,65,64,50,11,11,9,15
31257,Spacy,5.47,Dementia,Unknown,SPACY,Movie,1,1981,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,9744,11892,549,6,10,380,7,30,122,15,8,23,24,52,30,33,36,14,27
31258,Box,5.22,Dementia,Unknown,BOX,Movie,1,1982,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10278,12724,389,0,6,294,3,25,61,4,1,10,13,24,38,29,14,23,31
31259,Thunder,5.27,Dementia,Unknown,THUNDER,Movie,1,1982,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,10192,11904,550,1,12,376,8,34,120,9,4,11,35,37,39,35,26,17,29
31261,Drill,5.16,Dementia,Unknown,ドリル,Movie,1,1983,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,10365,13168,331,0,5,246,6,20,54,6,Unknown,3,12,20,34,24,12,17,32
31262,Ghost,5.38,Dementia,Unknown,GHOST,Movie,1,1984,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,9985,11956,539,4,12,378,7,23,119,10,4,10,17,52,48,21,29,13,27
31263,Grim,5.55,Dementia,Unknown,GRIM,Movie,1,1985,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,9550,12084,509,2,10,336,5,30,128,9,5,15,23,37,40,17,27,14,29
31266,Wall,5.22,Dementia,Unknown,WALL,Movie,1,1987,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10280,12927,360,1,6,250,7,30,67,6,1,4,14,20,31,24,12,21,18
31267,Akuma no Kairozu,4.87,Dementia,Devil's Circuit,悪魔の回路図,Movie,1,1988,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10695,12269,474,0,4,336,8,36,90,12,1,9,15,30,37,29,25,27,44
31268,Miira no Yume,5.37,Dementia,The Mummy's Dream,ミイラの夢,Movie,1,1989,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,9991,13009,350,0,11,225,6,21,87,6,5,3,10,17,25,13,18,16,31
31269,Venus,5.13,Dementia,Unknown,ビーナス,Movie,1,1990,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,10422,13585,290,0,6,191,4,32,57,5,3,3,6,11,23,16,16,20,17
31299,Tao Hua Yuan Ji,5.99,"Fantasy, Historical",The Legend of Shangri-La,桃花源记,Movie,1,2006,Unknown,Unknown,Unknown,Unknown,Other,14 min.,G - All Ages,8255,13266,322,0,20,141,9,36,116,5,Unknown,12,20,34,21,9,5,2,1
31309,Balloon,5.14,Dementia,Unknown,Balloon,ONA,1,2013,Unknown,Unknown,Unknown,Unknown,Original,55 sec.,G - All Ages,10403,11237,720,2,18,584,4,24,90,8,7,18,39,72,109,51,35,27,35
31310,Ishikeri,5.61,Comedy,Kicking Rocks,石けり,Movie,1,2013,Unknown,Geidai Animation,Unknown,Unknown,Original,5 min.,G - All Ages,9394,11620,618,0,11,485,3,22,97,6,9,23,52,66,82,46,28,9,24
31507,Ari Ningen Monogatari,4.93,Fantasy,Future Man,蟻人間物語,Movie,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,7 min.,R - 17+ (violence & profanity),10640,12030,516,0,9,397,2,29,79,7,3,7,30,36,71,39,34,28,24
31513,Aoki Seimei Hoken,4.88,Comedy,Unknown,青木生命保険CM,Special,1,2006,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,10706,12378,458,0,4,386,3,26,39,13,4,7,21,24,67,46,35,23,33
31583,Haruko no Bouken,5.4,Dementia,Haruko Adventure,春子の冒険,Movie,1,1990,Unknown,Unknown,Unknown,Unknown,Unknown,14 min.,G - All Ages,9940,13473,302,1,6,180,7,26,83,6,1,6,7,18,13,17,9,11,27
31584,Henkei Sakuhin Dai 1-ban,5.36,Dementia,Metamorphose Works No.1,変形作品第１番,Movie,1,1984,Unknown,Unknown,Unknown,Unknown,Unknown,16 min.,G - All Ages,10001,13635,285,0,5,176,7,23,74,6,1,4,3,12,14,12,9,23,30
31586,Mochibei,3.02,Dementia,Unknown,餅兵衛,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Original,57 sec.,PG-13 - Teens 13 or older,11056,8040,2756,6,19,2517,13,40,167,71,7,29,50,91,173,148,214,343,800
31587,Kojin Toshi,5.28,Dementia,Personal City,個人都市,Movie,1,1990,Unknown,Unknown,Unknown,Unknown,Unknown,23 min.,G - All Ages,10181,13125,339,1,8,176,7,32,116,7,5,2,7,7,14,18,15,19,20
31641,Niedola,5.51,Music,Unknown,Niedola,Music,1,2012,Unknown,Virgin Babylon Records,Unknown,Unknown,Music,5 min.,PG-13 - Teens 13 or older,9650,12574,421,0,9,325,3,17,67,12,6,12,29,40,43,42,18,10,12
31644,Deniroo's Circus,5.17,Comedy,Deniroo's Circus,Deniroo's Circus,Special,1,2004,Unknown,KOO-KI,Unknown,Unknown,Unknown,1 min.,G - All Ages,10356,14126,250,0,5,187,1,25,32,9,1,1,5,21,32,24,11,16,23
31687,◯,3.82,"Dementia, Music",Unknown,◯,ONA,1,2010,Unknown,Unknown,Unknown,Unknown,Original,1 min.,R+ - Mild Nudity,11020,9196,1744,2,10,1495,9,39,191,18,8,18,38,78,168,163,160,159,213
31759,Hakubutsushi,5.05,Dementia,Natural History,博物誌,Movie,1,1985,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Unknown,2 min.,G - All Ages,10558,11957,537,0,8,440,4,22,63,7,Unknown,10,28,42,80,35,27,19,39
31760,Tsuru Shitae Waka Kan,4.95,Unknown,Anthology With Cranes,鶴下絵和歌巻,Movie,1,2011,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Unknown,1 min.,G - All Ages,10619,12171,487,0,15,373,1,23,75,7,2,3,20,34,63,43,38,22,15
31761,Sayokyoku,4.63,"Comedy, Dementia",Serenade,小夜曲,Movie,1,1985,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Original,4 min.,G - All Ages,10890,11955,539,0,10,423,3,25,78,10,1,10,26,32,56,52,36,39,41
31769,Kojiki: Hyuuga-hen,5.89,Historical,The Hyuga Episode of Kojiki,古事記 日向篇,Movie,1,2013,Unknown,NHK,Unknown,Unknown,Unknown,12 min.,G - All Ages,8562,13029,347,0,9,220,5,22,91,7,4,5,30,41,40,9,9,4,7
31831,Fantasy,5.01,Unknown,Unknown,FANTASY,Movie,1,2012,Unknown,Unknown,Unknown,Unknown,Original,1 min.,PG-13 - Teens 13 or older,10600,12026,522,1,8,408,4,23,79,6,5,9,15,55,75,44,29,23,26
31832,Zawazawa,4.67,Unknown,Unknown,ZAWAZAWA,Movie,1,2013,Unknown,Unknown,Unknown,Unknown,Original,1 min.,PG-13 - Teens 13 or older,10863,11784,578,1,7,472,5,30,64,7,3,10,19,47,65,45,37,51,47
31972,Tang Lang Bu Chan,5.75,Historical,Unknown,螳螂捕蝉,Movie,1,1988,Unknown,Unknown,Unknown,Shanghai Animation Film Studio,Other,5 min.,G - All Ages,9024,12743,388,0,11,260,5,25,87,9,8,7,36,41,50,20,14,6,5
32298,Nakanaori,4.9,"Action, Samurai",Reconciliation,なカなおり,ONA,1,2011,Unknown,Unknown,Unknown,Unknown,Original,49 sec.,PG - Children,10692,11973,532,1,9,443,3,22,55,6,3,3,16,45,81,47,37,22,29
32344,Nana-iro Megane,5.11,Music,nanairomegane,ナナイロメガネ,Music,1,2010,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10464,13870,270,0,6,211,1,17,35,6,Unknown,4,6,16,46,29,20,9,12
32521,Super Mario World: Mario to Yoshi no Bouken Land,5.26,"Game, Comedy, Kids",Unknown,スーパーマリオワールド マリオとヨッシーの冒険ランド,OVA,1,1991,Unknown,Bandai,Unknown,Unknown,Game,27 min.,G - All Ages,10227,10522,978,6,24,632,11,46,265,27,9,15,53,99,115,73,40,25,23
32618,Hietsuki Bushi,5.54,"Sci-Fi, Music, Fantasy",Hietsuki Bushi,ひえつき節,Music,1,2011,Unknown,Unknown,Unknown,Unknown,Music,3 min.,PG-13 - Teens 13 or older,9584,14012,259,0,6,204,1,18,30,7,4,7,18,39,22,17,12,10,10
32636,Hokori Inu no Hanashi,5.57,Dementia,The Cloudy Dog Talk About,ほこり犬のはなし,Movie,1,2012,Unknown,Geidai Animation,Unknown,Unknown,Original,3 min.,G - All Ages,9500,13583,291,0,9,204,1,18,59,7,2,5,16,33,26,25,17,3,11
33344,Cello Hiki no Gauche,5.81,"Music, Kids, Fantasy",Unknown,セロひきのゴーシュ,Movie,1,1963,Unknown,Gakken,Unknown,Unknown,Novel,18 min.,G - All Ages,8794,12916,365,1,11,167,9,46,132,8,1,5,13,24,31,10,4,5,11
33545,Henna Omamesan,4.71,"Comedy, Parody",Unknown,変なお豆さん,Special,1,2014,Unknown,Unknown,Unknown,Unknown,Other,30 sec.,G - All Ages,10820,12195,486,0,9,360,5,26,86,12,2,6,10,30,70,47,31,28,35
33549,Mame-Mofu Collab Animation,5.51,Comedy,Unknown,豆モフコラボアニメーシヨン,ONA,1,2008,Unknown,Unknown,Unknown,Unknown,Other,2 min.,G - All Ages,9681,12786,382,0,10,215,13,38,106,8,3,5,14,31,52,17,12,7,14
33710,Run & Roll,4.8,Dementia,Unknown,Unknown,Movie,1,2013,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10761,13297,319,0,8,226,5,28,52,5,Unknown,1,5,16,44,19,27,25,24
33777,Yodomi no Sakagi,5.91,"Dementia, Drama",Crazy Little Thing,澱みの騒ぎ,Movie,1,2014,Unknown,Geidai Animation,Unknown,Unknown,Original,10 min.,R - 17+ (violence & profanity),8504,11584,628,0,17,438,4,26,143,9,8,24,67,73,59,30,19,5,13
34422,Two Tea Two,5.14,Dementia,Two Tea Two,TWO TEA TWO,Movie,1,2010,Unknown,Unknown,Unknown,Decovocal,Original,3 min.,R+ - Mild Nudity,10440,14703,212,0,7,159,3,11,32,3,Unknown,5,3,8,17,12,19,12,23
34634,Sakana no Iu Koto wo Kiku,5.52,"Dementia, Drama",Do as the Fish Tells You,魚のいうことを聞く,Movie,1,2013,Unknown,Geidai Animation,Unknown,Unknown,Original,5 min.,PG-13 - Teens 13 or older,9647,13449,304,0,6,225,3,13,57,5,Unknown,4,24,41,37,15,11,7,8
34716,Crocotires Traction AAA,5.36,Sports,Unknown,Crocotires Traction AAA,Movie,1,1999,Unknown,Unknown,Unknown,Polygon Pictures,Original,5 min.,G - All Ages,10025,13165,335,0,11,231,6,26,61,3,Unknown,9,11,33,49,25,19,9,16
34719,the FLY BanD!,5.14,Music,the FLY BanD!,the FLY BanD!,Special,1,1998,Unknown,Unknown,Unknown,Polygon Pictures,Original,3 min.,G - All Ages,10414,14239,242,1,5,182,3,19,33,7,Unknown,3,7,21,32,18,14,13,13
34721,Samuroid Zero,4.98,"Action, Samurai",Unknown,SAMUROID ZERO,Special,1,2005,Unknown,Unknown,Unknown,Polygon Pictures,Original,2 min.,PG-13 - Teens 13 or older,10625,13074,346,0,11,253,4,21,57,6,1,4,6,22,40,32,42,19,8
34840,Kitsune Tsuki,6.16,Drama,Fox Fears,きつね憑き,Movie,1,2015,Unknown,Geidai Animation,Unknown,Unknown,Original,7 min.,G - All Ages,7541,12550,426,1,6,325,4,21,70,9,3,27,63,69,22,18,6,3,13
